Speaker,Gender,Word,f0,F1,F2,F3,Duration,HasSuffix,FollowingPlace,IsSuffixBack,PrecedingPlace
3,female,ich,231.3788104,313.3672269,1410.379613,2777.222991,0.055999387,FALSE,palatal,0,n/a
3,female,ich,203.4154969,363.5345689,2219.598374,2605.037952,0.035140887,TRUE,palatal,0,n/a
4,female,ich,201.0824811,316.1798589,2644.761565,2986.161637,0.088741369,TRUE,palatal,1,n/a
4,female,ich,239.2449672,366.7898561,2750.464728,3307.846219,0.058907065,FALSE,palatal,1,n/a
5,female,ich,208.5018002,403.9637771,2600.705769,2697.724046,0.14560834,FALSE,palatal,0,n/a
5,female,ich,168.8532033,373.4218514,2162.928269,2966.596881,0.049568797,TRUE,palatal,0,n/a
6,female,ich,199.4309662,271.9109728,1209.240975,2865.24172,0.087211462,FALSE,palatal,1,n/a
6,female,ich,--undefined--,461.601309,2512.418062,3079.055239,0.018513109,TRUE,palatal,1,n/a
7,female,ich,196.3822628,325.5871215,2501.871912,3179.656803,0.078404491,FALSE,palatal,0,n/a
7,female,ich,--undefined--,556.7972768,2208.844721,3010.519978,0.070063588,TRUE,palatal,0,n/a
8,female,ich,183.22895,255.554021,1857.207406,2886.594049,0.11309242,FALSE,palatal,1,n/a
8,female,ich,215.2432546,389.985856,2513.894434,3382.059686,0.086408045,TRUE,palatal,1,n/a
9,female,ich,219.0280048,308.4737607,2850.998833,2948.100577,0.102276483,FALSE,palatal,0,n/a
9,female,ich,--undefined--,330.3231843,2621.232466,3166.53695,0.03050051,TRUE,palatal,0,n/a
1,female,ili,207.8623094,406.123828,2485.615782,3023.577865,0.092799634,TRUE,n/a,1,lateral
1,female,ili,158.1476523,333.2881491,1859.60328,2663.504429,0.137031917,FALSE,n/a,1,lateral
10,female,ili,149.1245489,449.8308347,2732.195644,3124.968052,0.209344188,FALSE,n/a,1,lateral
10,female,ili,163.374923,405.1433392,1179.693994,2851.163955,0.164792078,TRUE,n/a,1,lateral
11,male,ili,108.7267009,346.1237366,1983.173933,2672.113892,0.114272187,TRUE,n/a,1,lateral
11,male,ili,109.9208077,285.4893414,1292.362979,2055.036878,0.15368216,FALSE,n/a,1,lateral
12,male,ili,142.8037673,323.9895362,2100.015661,2517.095775,0.104382575,FALSE,n/a,1,lateral
12,male,ili,136.3350633,347.972147,2002.329953,2577.520996,0.06870109,TRUE,n/a,1,lateral
13,male,ili,110.467162,327.7880045,2120.121821,2686.357595,0.104860059,TRUE,n/a,1,lateral
13,male,ili,97.8752704,385.7268825,2000.934598,2336.18123,0.112131546,FALSE,n/a,1,lateral
14,female,ili,199.9510844,356.9447605,2373.815482,2964.765746,0.11137468,FALSE,n/a,1,lateral
14,female,ili,207.9993954,380.5646508,2162.882704,2822.232659,0.049792306,TRUE,n/a,1,lateral
15,male,ili,145.1435426,409.5351699,2289.198138,2861.17064,0.205462114,TRUE,n/a,1,lateral
15,male,ili,161.8691359,371.7903289,2158.366476,2344.942166,0.08449896,FALSE,n/a,1,lateral
16,male,ili,116.1917088,341.8897799,2219.721705,2868.771011,0.138101696,FALSE,n/a,1,lateral
16,male,ili,127.0333656,353.3682219,2116.480131,2593.862084,0.089573582,TRUE,n/a,1,lateral
17,female,ili,186.190316,280.4975205,2796.447217,3202.100709,0.124038737,FALSE,n/a,1,lateral
17,female,ili,218.7664123,328.7849161,2330.561397,2606.926756,0.137481498,TRUE,n/a,1,lateral
18,female,ili,189.8707924,442.0405422,2869.453419,3299.214948,0.106262692,TRUE,n/a,1,lateral
19,female,ili,194.9301799,351.1338598,2503.029579,3316.140066,0.07393615,TRUE,n/a,1,lateral
2,female,ili,194.1155908,373.7123718,2448.434104,3324.459361,0.126384544,TRUE,n/a,1,lateral
2,female,ili,148.7026824,315.0608851,1380.168455,2518.442449,0.163958328,FALSE,n/a,1,lateral
20,female,ili,248.6932826,351.3433851,2372.615819,3035.913982,0.085430032,TRUE,n/a,1,lateral
21,female,ili,206.3846597,401.4209307,2587.120059,3162.481639,0.076709135,TRUE,n/a,1,lateral
21,female,ili,--undefined--,313.0892674,1681.113029,2808.259739,0.167958413,FALSE,n/a,1,lateral
22,female,ili,237.7727464,454.156822,1643.532381,3314.149852,0.063282784,TRUE,n/a,1,lateral
22,female,ili,--undefined--,409.5180302,2980.891641,3568.027298,0.131761561,FALSE,n/a,1,lateral
23,female,ili,261.3214455,486.9201202,2320.520057,3252.46051,0.069016395,TRUE,n/a,1,lateral
23,female,ili,193.6193005,372.2350887,1686.465842,2995.60068,0.125442481,FALSE,n/a,1,lateral
3,female,ili,218.6507912,426.512692,2132.521989,3273.831731,0.064497701,TRUE,n/a,1,lateral
3,female,ili,196.7205799,386.9569954,1372.625286,2520.027541,0.078633712,FALSE,n/a,1,lateral
4,female,ili,--undefined--,395.9410258,2382.828672,3163.794839,0.079078888,TRUE,n/a,1,lateral
4,female,ili,144.2636209,308.3907611,2652.392692,3159.977444,0.155069618,FALSE,n/a,1,lateral
5,female,ili,232.144221,400.0047373,2407.35972,2960.062825,0.07590222,TRUE,n/a,1,lateral
5,female,ili,194.2825024,380.8799482,2553.728425,3232.107145,0.161098589,FALSE,n/a,1,lateral
6,female,ili,172.0069437,323.278413,2673.305617,3203.470211,0.110320726,FALSE,n/a,1,lateral
6,female,ili,176.1691205,346.3811648,2515.539524,3155.197043,0.102671081,TRUE,n/a,1,lateral
7,female,ili,204.850336,402.8284591,2593.94891,3042.285107,0.120109007,FALSE,n/a,1,lateral
7,female,ili,164.0281642,482.1403956,2304.793075,3030.261022,0.095086298,TRUE,n/a,1,lateral
8,female,ili,203.7686052,399.4833538,2858.828923,3453.757671,0.125451012,TRUE,n/a,1,lateral
8,female,ili,228.3613969,439.5168764,2802.118811,2965.378243,0.166285115,FALSE,n/a,1,lateral
9,female,ili,203.5190593,378.3283342,1183.796612,2459.532552,0.095638717,TRUE,n/a,1,lateral
9,female,ili,160.8320613,345.8542179,2760.579519,3027.208793,0.100436852,FALSE,n/a,1,lateral
1,female,ilim,176.6241072,488.2413941,1964.137409,2988.875199,0.086279355,FALSE,labial,1,lateral
1,female,ilim,208.0280262,459.8831188,1657.605361,3152.349993,0.035526793,TRUE,labial,1,lateral
10,female,ilim,150.1173079,594.9412388,2181.074056,3180.436233,0.07973236,FALSE,labial,1,lateral
10,female,ilim,193.3292765,557.9870206,1786.415313,3188.900242,0.069439119,TRUE,labial,1,lateral
11,male,ilim,111.0602757,499.8032493,1474.497724,2885.277972,0.060830006,FALSE,labial,1,lateral
11,male,ilim,109.0129109,479.4055912,1256.913411,2999.273736,0.049066651,TRUE,labial,1,lateral
12,male,ilim,128.9907868,269.1963228,1360.754806,2246.592756,0.059289554,TRUE,labial,1,lateral
12,male,ilim,140.4046588,344.9920737,1180.31518,2234.594488,0.039528845,FALSE,labial,1,lateral
13,male,ilim,98.34987169,469.1938915,1585.948144,2344.172982,0.074878018,FALSE,labial,1,lateral
13,male,ilim,100.5694094,441.3795459,1377.661732,2604.134237,0.051615698,TRUE,labial,1,lateral
14,female,ilim,190.5925527,379.4365293,1836.927124,2984.678624,0.059257257,FALSE,labial,1,lateral
14,female,ilim,190.0418362,409.7586534,1024.281172,2376.919016,0.047904852,TRUE,labial,1,lateral
15,male,ilim,148.4945166,539.4369465,1685.089026,2810.469585,0.041883396,FALSE,labial,1,lateral
15,male,ilim,151.1985598,553.8014946,1717.731159,2855.807672,0.058507184,TRUE,labial,1,lateral
16,male,ilim,124.986576,433.9563242,1529.470737,2399.923618,0.043438949,TRUE,labial,1,lateral
16,male,ilim,121.1410428,445.0823017,1530.706412,2091.987995,0.059370665,FALSE,labial,1,lateral
17,female,ilim,215.1738993,529.1789593,1266.488737,3182.684071,0.050338975,TRUE,labial,1,lateral
17,female,ilim,243.869601,593.4831061,1889.318254,3159.452017,0.074925345,FALSE,labial,1,lateral
18,female,ilim,156.7379668,539.9938245,1713.055184,3145.126389,0.061711359,FALSE,labial,1,lateral
18,female,ilim,196.5314822,577.6717881,1384.446316,3088.227403,0.036465803,TRUE,labial,1,lateral
19,female,ilim,208.7427596,358.780048,1630.265657,3091.952114,0.028994569,TRUE,labial,1,lateral
19,female,ilim,208.4062351,353.4975697,1865.584995,3035.530018,0.056539409,FALSE,labial,1,lateral
2,female,ilim,142.6754803,454.7046122,2125.318327,3133.514053,0.042697481,FALSE,labial,1,lateral
2,female,ilim,201.4984561,404.5013416,2151.088179,3056.03013,0.04440538,TRUE,labial,1,lateral
20,female,ilim,272.1505171,382.3535168,1580.78102,2939.578089,0.085430032,FALSE,labial,1,lateral
20,female,ilim,214.3193786,499.559848,1467.374275,3038.147145,0.054919306,TRUE,labial,1,lateral
21,female,ilim,--undefined--,592.3598268,1651.473146,3308.571577,0.217940371,FALSE,labial,1,lateral
21,female,ilim,--undefined--,485.8758985,1500.872088,3344.109655,0.060052582,TRUE,labial,1,lateral
22,female,ilim,225.0437194,459.3562944,1347.104236,3329.659225,0.061068345,TRUE,labial,1,lateral
22,female,ilim,--undefined--,416.6512051,1529.433252,2503.891312,0.072968924,FALSE,labial,1,lateral
23,female,ilim,--undefined--,581.4408821,2132.988509,3455.312918,0.07519213,FALSE,labial,1,lateral
23,female,ilim,242.1397051,368.4700914,1129.124756,3325.347925,0.039613415,TRUE,labial,1,lateral
3,female,ilim,256.4780783,502.944198,1618.679791,3410.573914,0.05123479,TRUE,labial,1,lateral
3,female,ilim,187.2711479,492.3650232,1810.844555,2978.940806,0.066977828,FALSE,labial,1,lateral
4,female,ilim,185.2591655,425.8595288,2304.994764,3578.601219,0.056416449,FALSE,labial,1,lateral
4,female,ilim,161.246904,555.5106425,2171.861986,3453.304346,0.040855661,TRUE,labial,1,lateral
5,female,ilim,187.375484,581.2764451,1943.909291,2910.726277,0.07280417,FALSE,labial,1,lateral
5,female,ilim,226.8983132,555.0181947,1337.915013,2563.540131,0.054215871,TRUE,labial,1,lateral
6,female,ilim,198.4036412,411.5602933,905.7510449,2262.785789,0.041997018,TRUE,labial,1,lateral
6,female,ilim,214.0327384,387.7393754,1500.864695,3369.207422,0.059731999,FALSE,labial,1,lateral
7,female,ilim,199.439541,606.9240333,1728.751803,3319.334573,0.071731768,FALSE,labial,0,lateral
7,female,ilim,169.732386,506.0153849,1458.034323,3050.542899,0.071731768,TRUE,labial,0,lateral
8,female,ilim,183.5858761,529.0122763,2008.836774,3261.735554,0.055182919,TRUE,labial,1,lateral
8,female,ilim,203.107485,429.9552143,2146.314022,3260.906819,0.07558462,FALSE,labial,1,lateral
9,female,ilim,180.0421506,420.8337669,1772.456687,3053.317535,0.048796292,FALSE,labial,0,lateral
9,female,ilim,197.1707658,450.7644481,1992.286117,3079.991059,0.06085154,TRUE,labial,0,lateral
1,female,ish,202.1604393,368.2499403,1061.638402,2761.859828,0.143798925,FALSE,palatal,1,n/a
10,female,ish,165.5053581,426.6049342,2693.968579,3055.114051,0.103794525,FALSE,palatal,1,n/a
11,male,ish,--undefined--,240.7258034,1594.379309,2395.164372,0.031627544,TRUE,palatal,1,n/a
11,male,ish,125.3213361,329.3037585,1973.885108,3220.290719,0.092822093,FALSE,palatal,1,n/a
12,male,ish,--undefined--,378.9420022,1545.93048,2581.564543,0.027688531,FALSE,palatal,1,n/a
13,male,ish,--undefined--,331.2741759,2298.534561,2765.20228,0.038328691,FALSE,palatal,1,n/a
13,male,ish,--undefined--,328.096089,2261.009283,2429.423272,0.040114108,TRUE,palatal,1,n/a
14,female,ish,245.0474665,372.1021464,2574.13925,3159.989189,0.101879377,FALSE,palatal,1,n/a
15,male,ish,--undefined--,415.0843612,1934.697624,2766.883754,0.024597866,FALSE,palatal,1,n/a
16,male,ish,113.2111329,333.9555506,2055.322052,2582.457828,0.115022371,FALSE,palatal,1,n/a
17,female,ish,217.7576618,312.1389817,2626.140229,3092.686936,0.089128542,FALSE,palatal,1,n/a
17,female,ish,250.5846165,324.7359342,2622.938225,3224.109351,0.045104334,TRUE,palatal,1,n/a
18,female,ish,181.1705959,445.249111,2247.701569,2982.369778,0.075736667,FALSE,palatal,1,n/a
18,female,ish,--undefined--,439.1995347,1861.684462,2757.159978,0.033059504,TRUE,palatal,1,n/a
2,female,ish,--undefined--,308.204986,2479.194277,3239.762467,0.064900171,FALSE,palatal,1,n/a
2,female,ish,--undefined--,330.218705,2400.119351,2797.905499,0.027326388,TRUE,palatal,1,n/a
20,female,ish,257.9825794,383.5014547,2323.331767,3234.080279,0.079327887,FALSE,palatal,1,n/a
20,female,ish,305.5322444,314.3892974,1975.242985,2425.118365,0.097634322,TRUE,palatal,1,n/a
21,female,ish,--undefined--,436.0394668,2257.067393,2987.530369,0.037895604,TRUE,palatal,1,n/a
21,female,ish,--undefined--,311.7840742,2636.711162,3221.631963,0.12602215,FALSE,palatal,1,n/a
22,female,ish,--undefined--,321.5763233,2734.457579,3343.795598,0.087821006,FALSE,palatal,1,n/a
23,female,ish,--undefined--,492.8140609,2532.181026,2969.799948,0.030201979,FALSE,palatal,1,n/a
3,female,ish,--undefined--,400.6579816,2394.736285,3244.631697,0.025997732,TRUE,palatal,1,n/a
3,female,ish,214.4558361,344.181345,2405.386052,3232.193875,0.0635115,FALSE,palatal,1,n/a
4,female,ish,195.1422045,319.6504469,2553.66232,3194.189865,0.114108083,FALSE,palatal,1,n/a
5,female,ish,--undefined--,383.9176018,2445.533971,2741.511969,0.046470747,TRUE,palatal,1,n/a
5,female,ish,181.2563408,379.828083,2499.135498,2787.181032,0.071255145,FALSE,palatal,1,n/a
6,female,ish,--undefined--,491.1676871,2514.553381,3104.995623,0.032296342,TRUE,palatal,1,n/a
6,female,ish,226.9697062,330.8097566,1134.937838,2573.601112,0.030951402,FALSE,palatal,1,n/a
7,female,ish,--undefined--,424.5817104,2280.198272,3009.54858,0.026690891,TRUE,palatal,1,n/a
7,female,ish,--undefined--,311.1801413,2542.912867,3069.377192,0.121777188,FALSE,palatal,1,n/a
8,female,ish,205.1410102,393.8873633,2532.384033,3329.588155,0.106493806,FALSE,palatal,1,n/a
8,female,ish,--undefined--,322.9941636,2245.232684,3349.61676,0.033489888,TRUE,palatal,1,n/a
9,female,ish,203.1599965,366.0455051,2613.99642,2958.786315,0.070178127,FALSE,palatal,1,n/a
9,female,ish,--undefined--,282.3213093,2424.954475,3160.043432,0.021855664,TRUE,palatal,1,n/a
1,female,it,107.5848868,365.5960562,2515.668998,2979.314818,0.054136066,TRUE,coronal,1,n/a
1,female,it,209.2056921,357.0144107,2715.215536,3455.002201,0.130264908,FALSE,coronal,1,n/a
10,female,it,160.8949506,375.9378273,2678.270424,3203.192655,0.086827131,FALSE,coronal,1,n/a
10,female,it,193.0544562,367.2090272,2695.000828,3270.399275,0.063583403,TRUE,coronal,1,n/a
11,male,it,116.4840951,279.0038977,1759.718381,1994.362533,0.066313438,FALSE,coronal,1,n/a
12,male,it,--undefined--,359.958911,1692.904148,2481.569489,0.0185675,FALSE,coronal,1,n/a
12,male,it,--undefined--,1198.471461,2337.372383,3607.337571,0.109234404,TRUE,coronal,1,n/a
13,male,it,--undefined--,375.154181,2235.27532,2741.239773,0.021721078,TRUE,coronal,1,n/a
13,male,it,--undefined--,366.489201,2216.107186,2666.151395,0.02611682,FALSE,coronal,1,n/a
14,female,it,--undefined--,408.7823139,2364.49256,2862.523462,0.039813428,TRUE,coronal,1,n/a
14,female,it,221.2408927,379.9040963,2417.443877,2844.04008,0.091080172,FALSE,coronal,1,n/a
15,male,it,137.3228072,392.2804005,2225.375254,2790.808577,0.064481341,TRUE,coronal,1,n/a
15,male,it,145.0691127,386.5845231,2108.069217,2850.769303,0.073628232,FALSE,coronal,1,n/a
16,male,it,109.4853099,587.6664142,1562.671335,2695.958463,0.155718302,TRUE,coronal,1,n/a
16,male,it,121.5422266,338.811705,2209.436888,2803.172216,0.081780883,FALSE,coronal,1,n/a
17,female,it,252.0654974,386.1785312,2403.152216,3259.045099,0.05903993,TRUE,coronal,1,n/a
17,female,it,242.8649821,341.8753107,2613.258259,3066.703906,0.073313703,FALSE,coronal,1,n/a
18,female,it,200.2116947,342.906858,2911.450213,3284.303382,0.072931606,TRUE,coronal,1,n/a
18,female,it,191.3249923,373.5359312,2914.252425,3474.558782,0.061711359,FALSE,coronal,1,n/a
19,female,it,216.7490759,337.9611963,2606.872273,3580.352646,0.057989137,FALSE,coronal,1,n/a
19,female,it,219.5538338,265.042393,2687.870643,3154.869051,0.039142668,TRUE,coronal,1,n/a
2,female,it,181.4954664,329.0494551,2486.853656,3268.735702,0.037573783,TRUE,coronal,1,n/a
2,female,it,222.8200262,369.6920596,2474.659605,3033.772568,0.054652776,FALSE,coronal,1,n/a
20,female,it,284.5571353,295.4408263,1437.475849,2704.133925,0.057970379,FALSE,coronal,1,n/a
20,female,it,222.0868576,293.6686796,2527.983137,3075.657601,0.064072524,TRUE,coronal,1,n/a
21,female,it,--undefined--,317.5435424,2321.476702,2593.093304,0.091284579,TRUE,coronal,1,n/a
21,female,it,--undefined--,391.83141,1740.700952,3010.646956,0.071354703,FALSE,coronal,1,n/a
22,female,it,--undefined--,332.9907208,2237.302018,3283.373738,0.084292963,FALSE,coronal,1,n/a
22,female,it,--undefined--,332.4254384,2343.952583,3344.412174,0.034232194,TRUE,coronal,1,n/a
23,female,it,215.4777093,358.0688962,2719.682469,3489.715386,0.050088712,FALSE,coronal,1,n/a
23,female,it,--undefined--,310.0969002,2290.866105,2888.881742,0.034478343,TRUE,coronal,1,n/a
4,female,it,215.5413314,372.3506006,2889.491379,3058.201227,0.052392076,FALSE,coronal,1,n/a
4,female,it,196.5485075,384.515661,2769.884089,3201.212302,0.05018241,TRUE,coronal,1,n/a
5,female,it,199.7184405,390.9576349,2663.568967,3276.731597,0.136314191,FALSE,coronal,1,n/a
5,female,it,186.0181123,374.0560888,1860.751346,2626.532964,0.041823672,TRUE,coronal,1,n/a
6,female,it,186.9148551,244.9234577,1261.203325,2825.837709,0.079834542,TRUE,coronal,1,n/a
6,female,it,209.137885,258.9534177,1240.363995,2711.909937,0.05193672,FALSE,coronal,1,n/a
7,female,it,181.1665803,332.0553897,2581.366244,2962.7445,0.091749936,FALSE,coronal,1,n/a
7,female,it,--undefined--,283.6793413,2463.588261,2836.862561,0.061722684,TRUE,coronal,1,n/a
8,female,it,225.8323267,428.7908464,2841.113799,3421.084553,0.131606096,FALSE,coronal,1,n/a
9,female,it,206.8721593,338.5123105,2672.438368,2955.907119,0.070009807,FALSE,coronal,1,n/a
9,female,it,209.6267998,335.7394378,2701.664366,3222.657905,0.082285776,TRUE,coronal,1,n/a
1,female,jin,181.9126726,400.72643,2191.776047,2899.03407,0.079512347,FALSE,coronal,1,palatal
1,female,jin,228.3841422,437.395825,2000.965416,2921.934709,0.059211322,TRUE,coronal,1,palatal
10,female,jin,216.996314,405.4761542,2558.100783,3067.106814,0.069617615,TRUE,coronal,1,palatal
10,female,jin,163.888828,530.7082577,2623.701213,3051.324635,0.111834911,FALSE,coronal,1,palatal
11,male,jin,108.7056996,376.1315161,1639.413584,2677.079117,0.071329867,TRUE,coronal,1,palatal
11,male,jin,113.3486551,352.4225179,1708.139816,2767.982296,0.074587205,FALSE,coronal,1,palatal
12,male,jin,124.295096,279.0701582,1563.72356,2338.17421,0.069125465,TRUE,coronal,1,palatal
12,male,jin,134.2927657,367.7699184,1625.780627,2341.646893,0.049809529,FALSE,coronal,1,palatal
13,male,jin,98.50634539,394.8286979,1652.90642,2539.703019,0.046754742,TRUE,coronal,1,palatal
13,male,jin,104.9097379,392.9030187,1733.423567,2465.341648,0.068354916,FALSE,coronal,1,palatal
14,female,jin,200.9260259,339.4204526,1924.708747,3372.775806,0.058978839,TRUE,coronal,1,palatal
14,female,jin,223.0690777,357.1427367,2005.060541,3072.477604,0.072161177,FALSE,coronal,1,palatal
15,male,jin,152.0898195,480.0091407,1684.693776,2661.438257,0.05851978,TRUE,coronal,1,palatal
15,male,jin,146.520621,479.482853,1784.048522,2487.625078,0.073904757,FALSE,coronal,1,palatal
16,male,jin,123.2127557,397.1902116,1833.441628,3139.472146,0.04996317,TRUE,coronal,1,palatal
16,male,jin,110.1241023,425.9833646,1773.602338,2948.563152,0.069713176,FALSE,coronal,1,palatal
17,female,jin,248.0810549,401.3596979,2246.532435,3210.903047,0.077448823,FALSE,coronal,1,palatal
17,female,jin,239.7191547,472.0941058,1877.236968,3256.349614,0.064949047,TRUE,coronal,1,palatal
18,female,jin,157.7477952,373.004084,2344.055468,3124.480406,0.126227779,FALSE,coronal,1,palatal
18,female,jin,178.5070688,443.7585638,2334.831419,3132.301486,0.06451642,TRUE,coronal,1,palatal
19,female,jin,193.992705,272.7984708,2402.05823,3074.754471,0.057989137,FALSE,coronal,1,palatal
2,female,jin,159.7349303,343.9226795,2134.205927,3187.860111,0.042697481,TRUE,coronal,0,palatal
2,female,jin,77.7715857,327.5693613,2133.406055,3134.840074,0.056360675,FALSE,coronal,0,palatal
20,female,jin,220.7975145,397.0322827,1999.279636,2754.855315,0.045766089,TRUE,coronal,1,palatal
20,female,jin,239.5832019,363.850958,2026.151705,2632.891508,0.061021451,FALSE,coronal,1,palatal
21,female,jin,--undefined--,382.0856307,1911.723122,3120.41158,0.087088828,TRUE,coronal,1,palatal
21,female,jin,--undefined--,516.0770423,2010.706965,3588.789933,0.090643474,FALSE,coronal,1,palatal
23,female,jin,--undefined--,338.5978492,2210.864548,3373.768067,0.059079243,TRUE,coronal,1,palatal
23,female,jin,212.9979667,392.4726964,2264.725867,2848.185755,0.107154942,FALSE,coronal,1,palatal
3,female,jin,228.7991587,407.1480905,2013.683422,3160.13336,0.05480445,TRUE,coronal,0,palatal
3,female,jin,218.1153846,308.5352182,2115.686255,3359.118625,0.050855315,FALSE,coronal,0,palatal
4,female,jin,--undefined--,428.5068443,2506.860526,3099.690864,0.079467308,FALSE,coronal,1,palatal
4,female,jin,--undefined--,319.7080563,2282.589257,3307.017653,0.065934864,TRUE,coronal,1,palatal
5,female,jin,216.4926032,400.9617367,2223.126691,3146.799648,0.071255145,FALSE,coronal,1,palatal
5,female,jin,232.1153488,430.4971603,2081.089224,3006.749944,0.077451245,TRUE,coronal,1,palatal
6,female,jin,178.5554391,214.247254,1967.694377,3411.72472,0.099386191,TRUE,coronal,0,palatal
6,female,jin,176.2210767,235.8298268,1960.580876,3343.494998,0.075080081,FALSE,coronal,0,palatal
7,female,jin,179.7992542,518.6740867,1979.513137,3021.225825,0.113436285,FALSE,coronal,1,palatal
7,female,jin,168.1918308,488.4133493,1808.174627,2962.581677,0.061960996,TRUE,coronal,1,palatal
8,female,jin,180.7205187,393.3821178,2367.731706,3336.276208,0.117460482,FALSE,coronal,1,palatal
8,female,jin,171.431644,439.0279079,2164.466905,3349.905882,0.066758437,TRUE,coronal,1,palatal
9,female,jin,193.8607775,398.3103281,2081.735102,2937.886935,0.104287481,FALSE,coronal,1,palatal
9,female,jin,194.2199877,387.8346216,2351.788837,2984.732652,0.062790689,TRUE,coronal,1,palatal
1,female,lim,209.8057933,455.3521443,1545.752553,2825.876971,0.052444314,TRUE,labial,1,lateral
1,female,lim,190.5577217,446.5808095,1937.164653,2934.592788,0.079512347,FALSE,labial,1,lateral
10,female,lim,149.9293629,606.8366496,1958.578124,3091.721093,0.074548201,FALSE,labial,1,lateral
10,female,lim,186.6807221,659.7553531,1934.258796,3229.139073,0.063753242,TRUE,labial,1,lateral
11,male,lim,106.7281158,418.7215655,1400.876128,2928.640385,0.080556049,TRUE,labial,1,lateral
11,male,lim,109.1741878,536.5477976,1345.371888,2595.571769,0.044312364,FALSE,labial,1,lateral
12,male,lim,141.1605553,379.3047352,1418.062712,2422.061443,0.023396791,FALSE,labial,1,lateral
12,male,lim,121.9164166,411.6049601,1275.502978,2477.825678,0.030008733,TRUE,labial,1,lateral
13,male,lim,102.6549508,455.5515775,1228.338124,2262.369728,0.047505878,TRUE,labial,1,lateral
13,male,lim,108.2640821,466.1870193,1466.611174,2553.408789,0.060937233,FALSE,labial,1,lateral
14,female,lim,171.2773337,491.3614664,1750.142518,3026.961921,0.05366302,FALSE,labial,1,lateral
14,female,lim,187.8362947,456.1649399,1592.442293,3147.685367,0.053005789,TRUE,labial,1,lateral
15,male,lim,142.5723066,547.56047,1686.734956,2912.670875,0.091365557,FALSE,labial,1,lateral
15,male,lim,138.2198572,470.8703742,1812.41682,2707.516976,0.131158258,TRUE,labial,1,lateral
16,male,lim,124.4711327,451.0069961,919.2434124,2558.227061,0.03971235,TRUE,labial,1,lateral
16,male,lim,109.6320751,447.4145505,1183.007378,2749.813242,0.051924173,FALSE,labial,1,lateral
17,female,lim,237.5068934,552.9287858,1814.054597,3244.635874,0.089564949,FALSE,labial,1,lateral
17,female,lim,200.753454,567.3458871,1208.203604,3221.41666,0.071147288,TRUE,labial,1,lateral
18,female,lim,184.6514472,543.0689023,1492.956582,2954.897842,0.061711359,TRUE,labial,1,lateral
18,female,lim,174.524488,542.1767287,1699.94841,3089.363196,0.067321482,FALSE,labial,1,lateral
19,female,lim,199.5906153,342.6402631,1658.737862,3036.006256,0.071036693,FALSE,labial,1,lateral
2,female,lim,155.9429399,334.0831037,2337.705989,3277.019466,0.061484373,TRUE,labial,1,lateral
2,female,lim,156.9137777,367.8417986,1679.096865,2276.468721,0.063192272,FALSE,labial,1,lateral
20,female,lim,247.883935,471.3852005,1242.010326,2983.883709,0.064072524,TRUE,labial,1,lateral
20,female,lim,244.8604917,482.7248545,1342.458708,2930.580223,0.09458325,FALSE,labial,1,lateral
21,female,lim,182.6536071,562.7443952,1637.986575,3263.952906,0.078038087,FALSE,labial,1,lateral
21,female,lim,197.8358787,496.4085074,1544.961997,2859.515055,0.082233586,TRUE,labial,1,lateral
22,female,lim,93.97279326,405.4299058,1233.361841,2690.433614,0.085238035,TRUE,labial,1,lateral
22,female,lim,--undefined--,452.4591974,1510.173663,2400.457723,0.085238035,FALSE,labial,1,lateral
23,female,lim,209.8166876,639.3535256,2142.642967,2842.685475,0.059970309,FALSE,labial,1,lateral
23,female,lim,229.2026987,485.323767,1257.437683,2958.372055,0.047316024,TRUE,labial,1,lateral
3,female,lim,250.2660396,452.0225343,1652.508514,2343.853975,0.047261872,TRUE,labial,1,lateral
3,female,lim,188.4395873,380.3551013,1346.722626,1739.581039,0.062966532,FALSE,labial,1,lateral
4,female,lim,234.2988406,492.0654253,2785.156736,3542.675157,0.09423258,FALSE,labial,1,lateral
4,female,lim,157.8691501,578.1278327,2010.518831,3320.419754,0.094387855,TRUE,labial,1,lateral
5,female,lim,226.2750755,645.5728483,1823.084046,2927.263767,0.058862946,TRUE,labial,1,lateral
5,female,lim,198.5057875,616.9618301,1655.615484,3255.982285,0.07900027,FALSE,labial,1,lateral
6,female,lim,201.3993335,595.2735273,1837.151997,2918.605456,0.050540471,TRUE,labial,1,lateral
6,female,lim,210.9237638,602.9618799,1523.762492,3204.644809,0.056163016,FALSE,labial,1,lateral
7,female,lim,175.0501113,516.6538003,879.6668729,3132.784867,0.07673631,FALSE,labial,1,lateral
7,female,lim,187.0970701,538.5684468,1180.142049,3256.657778,0.066727226,TRUE,labial,1,lateral
8,female,lim,193.8757439,546.5011902,1565.559752,3354.829181,0.052331249,TRUE,labial,1,lateral
8,female,lim,197.2562153,494.3660249,2005.311232,3223.501511,0.064239775,FALSE,labial,1,lateral
9,female,lim,183.9484324,559.5099346,1420.491593,3115.805835,0.057042427,TRUE,labial,1,lateral
9,female,lim,199.3460514,507.3552668,1075.922624,2328.041936,0.080345086,FALSE,labial,1,lateral
1,female,ming,197.1782389,455.183004,1103.56414,1845.809896,0.069599726,TRUE,velar,1,labial
1,female,ming,220.3849079,401.1872075,1420.967626,1704.710535,0.069599726,FALSE,velar,1,labial
